α-PS4 Time in ground state 80000 fs
α-PS4 Time in excited state 0 fs
β-PS4 Time in ground state 76506 fs
β-PS4 Time in excited state 3494 fs
PS4 Percentage time in ground state 97.81625000000001 %
PS4 Percentage time in excited state 2.18375 %
