# t MSD MSD_a MSD_b MSD_c MSCD
1000 0.8431663720069767 0.3033793809240568 0.3084886334746346 0.23129835760829023 1.0335578540480432
1430 0.9618451856270668 0.3423061947316568 0.35393061195884534 0.2656083789365837 1.2448400384751608
1860 1.0499274744341507 0.37452648899956503 0.3823330342879158 0.29306795114668316 1.427529252960216
2290 1.1469956172502689 0.40754170086893876 0.41745786988395994 0.32199604649737146 1.608965647840188
2720 1.2516003934486506 0.45034672200907166 0.45534986403302713 0.34590380740656845 1.7881107877962314
3150 1.3628208349609248 0.4911897017255082 0.4993730483982113 0.37225808483721773 1.9099648849973854
3580 1.4456049625862342 0.5228435056591795 0.5284140734056153 0.39434738352142806 2.0160649864034457
4010 1.5201488758448507 0.5496386106145055 0.5521782249695502 0.4183320402607802 2.1847534541223337
4440 1.5960954722058238 0.5813215799544369 0.5738832880328731 0.4408906042185115 2.3383089983092167
4870 1.6805003223638737 0.6109805184199567 0.6041613160592724 0.46535848788466166 2.4663846422411
5300 1.7794494324383834 0.6481905851392872 0.6395163910080899 0.4917424562909861 2.6467290956415574
5730 1.8640141817585771 0.6758093764532805 0.6738476580069304 0.5143571472983929 2.8361856819576485
6160 1.9408976080740614 0.7032958962405491 0.6989570312347955 0.538644680598676 3.0145893118140745
6590 2.0211335414960225 0.7343642728688519 0.7226376428212855 0.5641316258059077 3.1914808133409065
7020 2.1032178694485286 0.764110877827817 0.7518171715726162 0.5872898200480752 3.3580508207737068
7450 2.194626255375333 0.7986968030205549 0.7846491892173475 0.6112802631374715 3.5036977930718987
7880 2.2812312741868173 0.8330933981065249 0.8123840680151724 0.6357538080651424 3.6987014949629615
8310 2.362516697235279 0.8646515663572621 0.8347232649876583 0.6631418658903537 3.867211015486514
8740 2.4456829130256326 0.8976173920324084 0.8594502072388822 0.6886153137543841 4.040365812779442
9170 2.5266804318365352 0.9316416362679425 0.8794373431429222 0.7156014524256817 4.200918984698883
9600 2.613205533212302 0.9651896206905303 0.907673599598703 0.7403423129230968 4.354974982497873
10030 2.696119944976226 0.9979092151511065 0.9323597346856015 0.7658509951395364 4.508584003142042
10460 2.774199343236171 1.0247544614155546 0.9574905064449145 0.7919543753756847 4.635020798802905
10890 2.8487010826905004 1.0554464667279648 0.9740651755387344 0.8191894404239073 4.738374505269727
11320 2.921380419175897 1.0867948755186159 0.9920092803731404 0.8425762632841515 4.887539702069679
11750 3.0120482735174035 1.1204460976899828 1.0185411073373776 0.8730610684900362 5.037425883163262
12180 3.098197437388151 1.1510718424835595 1.0442631084996015 0.9028624864049996 5.203100440823867
12610 3.1761107989212958 1.1754558993787279 1.0706287918565975 0.9300261076861056 5.38705321136687
13040 3.2562518745205993 1.204984483060771 1.0887286919028443 0.9625386995570319 5.531558392783919
13470 3.3310153772432325 1.2328202051535302 1.108725136022498 0.9894700360672123 5.698946062238274
13900 3.4139678288492195 1.2610435011098151 1.1363017509838444 1.0166225767555503 5.849366708272089
14330 3.491422467384139 1.2872088222636846 1.1622004943674096 1.0420131507530648 5.9595727874113
14760 3.5671589869463207 1.3144159966236735 1.183258106347601 1.069484883974998 6.053028948103958
15190 3.63289032857781 1.3368863558009974 1.1983433964732568 1.097660576303617 6.093938688092137
15620 3.7039119120332358 1.361787500679901 1.214693551415192 1.127430859938105 6.132811415423053
16050 3.7764842581424345 1.3887398851297468 1.2325162196182864 1.1552281533944664 6.217272210061822
16480 3.863433408041321 1.422647772337779 1.2524331553257029 1.1883524803779073 6.236759887402951
16910 3.9363741817890987 1.450237323481839 1.2669039944589873 1.2192328638482341 6.321871916898445
17340 3.9999460881432984 1.477934636898347 1.2764756018736365 1.2455358493713455 6.301557740413893
17770 4.068140440066947 1.5032058520974538 1.2884547595862232 1.27647982838328 6.337566727243418
18200 4.131751169698375 1.5239298363276752 1.3022770079727108 1.3055443253979453 6.3332338367599075
18630 4.20483451338584 1.5462309675772967 1.326020887336981 1.3325826584715852 6.26516478476207
19060 4.276870473868066 1.5678527859235931 1.3458984336890345 1.3631192542554127 6.241056225642183
19490 4.342024476323882 1.591314783789318 1.3610256869786908 1.3896840055558277 6.143304567862017
19920 4.407968980199663 1.6128507447652787 1.3747943866996761 1.4203238487347305 6.061488603346717
20350 4.489891361488376 1.6403378174220036 1.396715441637065 1.4528381024292354 5.965446529833877
20780 4.56714277718136 1.6623626476851667 1.4238068934380639 1.4809732360580374 5.896158262553607
21210 4.64069938410845 1.6855856742912996 1.4454326573259242 1.5096810524912179 5.778891090516572
21640 4.711806430598731 1.7097485266061807 1.4600143021990035 1.5420436017935026 5.67435669652911
22070 4.781332051221486 1.734172025054122 1.4718689968232894 1.575291029344073 5.5382155785812195
22500 4.84772511752513 1.7547508665014524 1.4876273433065452 1.6053469077171618 5.442660873856819
22930 4.921734738225851 1.77955151271137 1.5055540097736113 1.636629215740935 5.349450841964763
23360 5.000738791120648 1.8029029011131754 1.527267168554607 1.6705687214529665 5.199702394414564
23790 5.060747827783291 1.8233445025206527 1.5403680262074233 1.6970352990552247 5.13201642724414
24220 5.137889918028363 1.8498720757537852 1.5535616336134905 1.7344562086610598 5.012121589296175
24650 5.210378412972338 1.8755379899858118 1.5698616507311365 1.764978772255549 4.956162827155229
25080 5.287884690059799 1.8988720097533398 1.5909306566797023 1.7980820236267598 4.8295364499883
25510 5.361003107976625 1.923472192595318 1.6104108804519697 1.827120034929213 4.750362057499958
25940 5.431693657704727 1.9457535442585867 1.6260375996744019 1.8599025137719523 4.644929629302537
26370 5.508739590556693 1.9720190002019724 1.6402745358708688 1.8964460544839905 4.544212847801574
26800 5.577741310177287 1.9976795161907155 1.6504405663968094 1.9296212275897644 4.472196425146046
27230 5.65013740896401 2.020738351189918 1.6661178338437714 1.9632812239302786 4.4115323282107495
27660 5.724299328575151 2.041859947914277 1.6834270799477185 1.9990123007130616 4.3473269765440525
28090 5.795611255799685 2.067034703586162 1.6972854008166909 2.031291151396814 4.27221541976727
28520 5.864919794287692 2.092454733126586 1.709023954351609 2.063441106809389 4.156557420175921
28950 5.940361097623415 2.1199127888362184 1.7219202095070214 2.0985280992802577 4.121494869181329
29380 6.008694137060851 2.140102447173634 1.7374480466377513 2.131143643249384 4.098449845839601
29810 6.0861306040431655 2.1618520404011985 1.758028199924975 2.166250363717014 4.03514502413341
30240 6.160320370910981 2.189205975138599 1.7740010818426089 2.1971133139297785 4.045938314719817
30670 6.239321149976751 2.217938814253111 1.7886658519532044 2.2327164837704476 4.03805233320002
31100 6.307724230895331 2.242178067192654 1.8016525678640944 2.2638935958385393 4.05204095110036
31530 6.377760683207568 2.26601522589492 1.815281912211274 2.2964635451013513 4.000705889717493
31960 6.4571504610540895 2.290359101637594 1.8355142680327503 2.3312770913838676 4.004797448103275
32390 6.531837699683987 2.314214604646495 1.8544646866916643 2.363158408345793 4.00960245306369
32820 6.604231933467019 2.3407104128262586 1.8660622801085132 2.397459240532298 4.031151552233552
33250 6.669054505502682 2.363977710853673 1.8746045818836088 2.430472212765451 4.090481504080301
33680 6.738064076266343 2.385018997717124 1.8884187474612804 2.4646263310879664 4.170872086448964
34110 6.807344276589233 2.405025144213878 1.9043994127554555 2.497919719619758 4.305118993324277
34540 6.886360081594515 2.4305705747276476 1.9240617465491492 2.531727760317676 4.392225466215499
34970 6.960781973024024 2.4570598563269574 1.9386495472809067 2.565072569416114 4.52238096675872
35400 7.041572845059154 2.487980956403075 1.949832176431846 2.6037597122242797 4.58241487547825
35830 7.117041053333296 2.5158238169005465 1.9599613010663133 2.641255935366506 4.6775356486805935
36260 7.202580356167408 2.5421463230145354 1.9799659534585452 2.680468079694172 4.847096911216202
36690 7.28891371110199 2.5692563378050184 2.0004969561559136 2.719160417141089 4.93120856370058
37120 7.3655027588996 2.5946339644403102 2.0156028495138956 2.755265944945423 5.038783402749231
37550 7.449324444576893 2.6274211895675292 2.028575732875795 2.7933275221335383 5.154029508086805
