α-PS4 Time in ground state 69236 fs
α-PS4 Time in excited state 10764 fs
β-PS4 Time in ground state 71766 fs
β-PS4 Time in excited state 8234 fs
PS4 Percentage time in ground state 88.12625 %
PS4 Percentage time in excited state 11.87375 %
