α-PS4 Time in ground state 75424 fs
α-PS4 Time in excited state 4576 fs
β-PS4 Time in ground state 76472 fs
β-PS4 Time in excited state 3528 fs
PS4 Percentage time in ground state 94.935 %
PS4 Percentage time in excited state 5.065 %
